THREAT_ID,NAME,DESCRIPTION,CVE_ID,BUGTRAQ_ID,VENDOR_ID,CATEGORY,SEVERITY,REFERENCE
31206,"Microsoft Excel Cell Length Buffer Overflow","A buffer overflow vulnerability has been reported in the Microsoft Excel application. The vulnerability is triggered when a specially crafted spreadsheet file (containing a malformed length field) is opened and parsed by the application. This vulnerability can be exploited by a remote attacker to crash the vulnerable product and create a denial of service condition. It may also be possible for an attacker to exploit this vulnerability for code execution.            FSC VRS research has discovered that, although the vendor has reported this as a single vulnerability, in fact there exist a family of closely related vulnerabilities in Microsoft Excel. Each of these vulnerabilities closely matches the description given in MS04-033, although each of these vulnerabilities remains exploitable after installation of the MS04-033 patch.            Further detail is provided below in section 12.1, ""Open Questions to Resolve"".",CVE-2004-0846;,11373;,,code-execution,high,http://secunia.com/advisories/12800/;
32686,"NoMoKeTos functions_nomoketos_rules.php Parameter PHP File Include Vulnerability","NoMoKeTos is prone to a PHP file include vulnerability while parsing certain crafted HTTP requests.The vulnerability is due to the lack of proper checks in the HTTP requests, leading to an exploitable file include vulnerability.An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2007-1106;,22713;,,code-execution,high,
31441,"Windows Media Player Code Execution Vulnerability Parsing Skins","This vulnerability allows attackers to execute arbitrary code onvulnerable installations of Microsoft Windows Media Player. Userinteraction is required to exploit this vulnerability in that thetarget must visit a malicious page or open a malicious file.The specific flaw exists during the parsing of malformed skin files(WMZ). A size compressed / decompressed size mismatch can result in anunder allocated heap buffer which can be leveraged by an attacker toeventually execute arbitrary code under the context of the currentuser.",CVE-2007-3035;,25307;,MS07-047;,code-execution,medium,http://www.microsoft.com/technet/security/bulletin/ms07-047.mspx;http://www.zerodayinitiative.com/advisories/ZDI-07-047.html;
32018,"Microsoft Internet Explorer WebDav Pathname Code Execution Vulnerability","Microsoft Internet Explorer is prone to a code execution vulnerability while parsing certain crafted HTTP response.The vulnerability is due to the lack of proper checks in the WebDav Pathname in HTTP response.An attacker could exploit the vulnerability by sending a crafted HTTP response. A successful attack could lead to arbitrary code execution with the privileges of the current logged-in user.",CVE-2008-4259;,,MS08-073;,code-execution,high,http://www.microsoft.com/technet/security/bulletin/ms08-073.mspx;
31775,"Microsoft Excel Indexing Validation Remote Code Execution Vulnerability","Microsoft Excel is prone to a remote code execution vulnerability while parsing certain crafted excel files.The vulnerability is due to the lack of proper checks on user input data, leading to an exploitable remote code execution.An attacker could exploit the vulnerability by sending a crafted excel file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2008-3005;,30639;,MS08-043;,code-execution,critical,http://www.microsoft.com/technet/security/Bulletin/MS08-043.mspx;
31264,"Macromedia JRun 4 mod_jrun Buffer Overflow Vulnerability","There is a vulnerability in the way Macromedia JRun mod_jrun writes log messages in verbose mode. Specific, overly long headers can cause a buffer overflow. A remote attacker could leverage this vulnerability to perform arbitrary code execution on the target system.",CVE-2004-0646;,11245;,,overflow,high,http://www.sans.org/newsletters/risk/vol3_38.php;http://secunia.com/advisories/12638/;
30083,"Microsoft Windows MSHTA Script Execution Vulnerability","Microsoft Windows is prone to a code execution vulnerability, while handlingcertain malformed file types. The vulnerability lies in the manner in whichWindows Shell determines the file type based on the CLSID embedded in thefile format. Thus, changing the CLSID to an executable type CLSID such as HTA, wouldallow the file to be masqueraded as another file type, which when openedcould cause code to be executed on the victim machine.A successful exploit could allow an attacker to install malicious content on a victim's machine,thereby taking complete control of the system.",CVE-2005-0063;,13132;,MS05-016;,code-execution,high,http://www.microsoft.com/technet/security/bulletin/ms05-016.mspx;http://www.idefense.com/application/poi/display?id=231&type=vulnerabilities;
30880,"DivX Web Player NPDIVX32.DLL ActiveX Control Remote Denial of Service Vulnerability","DivX Web Player is prone to a denial of service vulnerability while parsing certain crafted ActiveX control requests.The vulnerability is due to the lack of proper checks on GoWindowed method in the DivXBrowserPlugin ActiveX control request, leading to a denial of service.An attacker could exploit the vulnerability by sending a crafted html page. A successful attack could lead to denial of service.",CVE-2007-0429;,22133;,,dos,low,http://nvd.nist.gov/nvd.cfm?cvename=CVE-2007-0429;
32158,"Oracle BEA WebLogic Server Apache Connector Buffer Overflow","Oracle BEA WebLogic Server Plugins for Apache Connector is prone to a buffer overflow vulnerability while parsing certain crafted HTTP requests. The vulnerability is due to the lack of proper checks on URI in a HTTP request. An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2008-5457;,33177;,,overflow,medium,http://secunia.com/advisories/33526;http://www.oracle.com/technology/deploy/security/critical-patch-updates/cpujan2009.html;
32743,"HTTPDX Server Handlepeer Buffer Overflow Vulnerability","HTTPDX HTTP server is prone to a buffer overflow vulnerability while parsing certain crafted HTTP requests. The vulnerability is present in the h_handlepeer function and is due to the lack of proper checks on a GET request. An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2009-3711;,,,overflow,high,http://osvdb.org/58714;http://secunia.com/advisories/36991;
31876,"Microsoft Office Excel Formula Parsing Buffer Overflow Vulnerability","Microsoft Excel is prone to a buffer overflow vulnerability while parsing certain crafted EXCEL files.The vulnerability is due to the lack of proper checks on Formula parsing in the excel file , leading to an exploitable buffer overflow.An attacker could exploit the vulnerability by sending a crafted EXCEL file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2008-4019;,,MS08-057;,overflow,critical,http://www.microsoft.com/technet/security/bulletin/MS08-057.mspx;
31626,"Windows Media Player ASX PlayList File Heap Overflow Vulnerability","There exists a buffer overflow vulnerability in Microsoft Media Player. The flaw is due to a lack of boundary protection during the parsing of ASX playlist files. By persuading a user to open a malicious web page, a remote attacker may inject and execute arbitrary code on the target host with the privileges of the currently logged on user.",CVE-2006-6134;,21247;,MS06-078;,overflow,high,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2006-6134;
31263,"Ipswitch WhatsUp Gold prn.htm Denial Of Service Vulnerability","A vulnerability exists in the way the web server component of Ipswitch WhatsUp Gold processes a request that contains a special device name. An unhandled exception occurs when an HTTP request containing a reserved DOS device name is processed. An attacker exploiting this vulnerability can cause the web server component to terminate, causing a denial of service.",CVE-2004-0799;,11110;,,dos,high,http://secunia.com/advisories/12578/;
31218,"Novell ZENworks Patch Management Multiple SQL Injection Vulnerabilities","There are several user input validation vulnerabilities in the Novell ZENworks Patch Management product. After authentication, a malicious user can submit crafted HTTP request to the affected product to exploit the flaws. The attacker may inject and execute arbitrary SQL commands on the vulnerable host.",CVE-2005-3315;,15220;,,sql-injection,high,http://secunia.com/advisories/17358/;
30672,"ACTi Network Video Recorder ActiveX DeleteXMLFile File Deletion Vulnerability","ACTi Network Video Recorder is prone to a code execution vulnerability while parsing certain crafted ActiveX method calls. The vulnerability is due to the lack of proper checks in DeleteXMLFile method in the HTML file, leading to an exploitable code execution vulnerability.  An attacker could exploit the vulnerability by sending a crafted HTML file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",,,,code-execution,high,
31364,"RealNetworks RealPlayer RAM File Processing Buffer Overflow Vulnerability","A vulnerability exists in the way RealNetworks' RealPlayer products handle the parsing of URLs. A heap-based buffer overflow can occur when parsing a URL with a large number of period characters ("".""). Using a specially crafted URL, an attacker can exploit this vulnerability to remotely execute arbitrary code.",CVE-2005-0755;,13264;,,overflow,high,http://secunia.com/advisories/15023/;
30687,"Clever Internet ActiveX Suite CLINetSuiteX6.OCX File Download Vulnerability","Clever Internet is prone to a code execution vulnerability while parsing certain crafted ActiveX method calls. The vulnerability is due to the lack of proper checks in GetToFile method in the HTML file, leading to an exploitable code execution vulnerability.  An attacker could exploit the vulnerability by sending a crafted HTML file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2007-4067;,25063;,,code-execution,high,
32779,"Sun Java JRE AWT setDifflCM Buffer Overflow Vulnerability","Sun Java JRE is prone to a buffer overflow vulnerability while parsing certain crafted java files. The vulnerability is due to the lack of proper checks on parameters passed to the setDiffICM function, leading to an exploitable stack overflow. An attacker could exploit the vulnerability by sending a crafted jar file to the victim. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2009-3869;,36881;,,overflow,high,http://java.sun.com/javase/6/webnotes/6u17.html;http://secunia.com/advisories/37231;
30526,"LaunchP2PShare function buffer overflow in ActiveX of Tencent QQ","Tencent QQ  is prone to a stack-based overflow vulnerability while parsing certain crafted ActiveX method call. The vulnerability is due to the lack of proper checks on the argument of LaunchP2PShare in the ActiveX request, leading to an exploitable buffer overflow. An attacker could exploit the vulnerability by sending a crafted HTML page. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",,26613;,,overflow,high,http://www.enet.com.cn/article/2007/0104/A20070104371701.shtml;;
32409,"Microsoft Internet Explorer Cross-Domain Information Disclosure Vulnerability","A Cross-Domain Information Disclosure vulnerability exists in Microsoft Internet Explorer web browser. The vulnerability is due to the application fails to properly sanitize user-supplied input before it is rendered to other users. This could allow the attacker to perform actions on behalf of the victim, such as spoofing content or hijacking their session.",CVE-2009-1140;,,MS09-019;,code-execution,critical,http://www.microsoft.com/technet/security/Bulletin/MS09-019.mspx;
30972,"OpManager ping.do Cross Site Scripting","AdventNet ManageEngine OpManager is prone to a cross-site scripting vulnerability while parsing certain crafted HTTP requests. The vulnerability is due to the lack of proper filtering on parameter values passed to the name parameter of ping.do and traceroute.do scripts. An attacker could exploit the vulnerability by sending a crafted request to the server. A successful attack could lead to script code execution in the context of the server.",CVE-2007-3594;,24767;,,code-execution,medium,http://lostmon.blogspot.com/2007/07/netflow-analizer-5-opmanager-7-multiple.html;
31729,"Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability","Microsoft PowerPoint is prone to a remote code execution vulnerability while parsing certain crafted PPT files.The vulnerability is due to the improper parsing of malformed picture index in a specially crafted PowerPoint file.An attacker could exploit the vulnerability by sending a crafted PPT file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2008-0120;,30552;,MS08-051;,code-execution,medium,http://www.microsoft.com/technet/security/Bulletin/MS08-051.mspx;
30093,"phpnuke Search Module Query variable SQL Injection","phpNuke versions between 7.5 and 7.8 are prone to a SQL injection vulnerability in the search module.The vulnerability is due the lack of sanitization of user-supplied input to the query parameterof the search module. An attacker could exploit the vulnerability by crafting a HTTP request and injecting SQL commands,in order to retrieve or modify sensitive database information.",CVE-2005-3792;,15421;,,sql-injection,high," http://www.securityfocus.com/archive/1/416748 ; http://secunia.com/advisories/17543 ;"
30799,"IBM WebSphere Application Server WebContainer HTTP Request Header Security Weakness Vulnerability","IBM WebSphere Application Server is prone to a cross-site scripting vulnerability while parsing certain crafted HTTP requests.The vulnerability is due to the lack of proper checks on ""Expect"" headerin the HTTP request, leading to a cross-site scripting vulnerability.An attacker could exploit the vulnerability by sending a crafted http request. A successful attack could lead to remote script code execution with the current-user and zone.",CVE-2007-5944;,26457;,,info-leak,low,http://nvd.nist.gov/nvd.cfm?cvename=CVE-2007-5944;http://www-1.ibm.com/support/docview.wss?uid=swg24017314;
32766,"Metasploit PDF Exploit Evasion Sample","Metasploit has complex evasion technology for building PDF exploits. This signature indicated a PDF file which was crafted by Metasploit.",,,,code-execution,critical,
31207,"Microsoft Internet Explorer COM Object Instantiation Buffer Overflow Vulnerability","There exists a vulnerability in the way Microsoft Internet Explorer instantiates certain COM objects that are not designed to be used as ActiveX controls. When such a COM object is instantiated by Internet Explorer, the application memory can be corrupted. Successful exploitation of this vulnerability can allow for arbitrary code execution within the privileges of the currently logged in user.",CVE-2005-1990;,14511;,ms05-038;,code-execution,high,http://www.microsoft.com/technet/Security/bulletin/ms05-038.mspx;http://www.cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2005-1990;
31424,"Mozilla Firefox Plugin Access Control Vulnerability","There exists a vulnerability in the way the XPCOM implementation in Mozilla and Mozilla Firefox performs security checks. The vulnerable XPCOM implementation does not properly enforce a reduced privilege security context to remote content loaded via certain plug-ins. A remote attacker can exploit this vulnerability to execute arbitrary code with the privileges of the target user by enticing the target user to visit a specially crafted web site.",CVE-2005-0527;,12655;,NULL;,code-execution,high,http://secunia.com/advisories/14160/#3;
32433,"Internet Explorer Unsafe Scripting Misconfiguration Exploit","Internet Explorer is prone to a cross-domain restriction bypass vulnerability while handling certain crafted web pages. The vulnerability could be manifested when the ""Initialize and script ActiveX controls not marked safe for scripting"" is enabled in IE. When this setting is misconfigured, certain activex controls such as WScript.Shell could be allowed to access the file system without restrictions. An attacker could exploit the vulnerability by enticing a victim to visit a crafted webpage and thereby drop malicious files to known locations. A successful attack could allow an attacker to drop and run arbitrary executables on the vulnerable machine.",,,,code-execution,high,http://blog.invisibledenizen.org/2009/01/ieunsafescripting-metasploit-module.html;http://support.microsoft.com/kb/182569;
31406,"Microsoft Excel Version Information Parsing Memory Corruption Vulnerability","Microsoft Excel 2000 SP3, 2002 SP3, 2003 SP2, 2003 Viewer, and Office Excel 2007 does not properly validate version information, which allows user-assisted remote attackers to execute arbitrary code via a crafted Excel file, aka &quot;Calculation Error Vulnerability&quot;.",CVE-2007-1756;,24801;,MS07-036;,code-execution,high,http://www.microsoft.com/technet/security/Bulletin/MS07-036.mspx;;
31009,"SupportSoft ActiveX Controls Remote Buffer Overflow Vulnerabilities","SupportSoft is prone to a buffer overflow vulnerability while parsing certain crafted ActiveX method calls. The vulnerability is due to the lack of proper checks in EnableExtension method in the ActiveX control.  An attacker could exploit the vulnerability by sending a crafted HTML file. A successful attack could lead to code execution within the security context of the currently logged in user.",CVE-2006-6490;,22564;,SYM07-002;,overflow,high,http://secunia.com/advisories/24251/;
30086,"Internet Explorer IsComponentInstalled Stack Overflow Vulnerability","Microsoft Internet Explorer prior to XP SP1, and 2000 prior to SP4, is prone to a stack overflow vulnerability, when parsinga web page containing certain Javascript methods. The vulnerability is due to thelack of length checks on the parameters passed to theIsComponentInstalled Javascript method, before copying them onto stack buffers.An attacker could exploit the vulnerability by crafting a webpage, and enticingthe victim to click on the webpage to execute arbitrary code on the victim machine.",CVE-2006-1016;,16870;,,code-execution,high," http://secunia.com/advisories/7099 ;"
31313,"Oracle Single Sign On Vulnerability","Oracle Application Server 9iAS is prone to a access violation vulnerability while handling certain crafted HTTP requests. The vulnerability is present in the Single-sign-on component and is due to the lack of proper checks during the sign-on process. An attacker could exploit the vulnerability by sending a crafted HTTP request and gain access to the Oracle Enterprise system.",,,,info-leak,medium,http://secunia.com/advisories/11251/;
32234,"Norton Internet Security 2004 ActiveX Buffer Overflow","Norton Internet Security 2004 is prone to a buffer overflow vulnerability while parsing certain crafted ActiveX control requests. The vulnerability is due to the lack of proper checks on &quot;Get&quot; method in the Personal Firewall 2004 ActiveX control request, leading to a buffer overflow.An attacker could exploit the vulnerability by sending a crafted html page. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2007-1689;,23936;,,overflow,high,http://securityresponse.symantec.com/avcenter/security/Content/2007.05.16.html;
30247,"Microsoft Excel WorkSheet Memory Corruption Vulnerability","Microsoft Excel is prone to a memory corruption vulnerability while parsing malformed Excel files. The vulnerabilityis due to the lack of sufficient checks on the number of active worksheets, leading to an exploitable memorycorruption. An attacker could exploit the vulnerability by enticing a user to open a crafted excel sheet, hosted on a website, or sent through e-mail. A successful attack could lead to remote code execution in the context of the currently logged-in user, or lead to a denial-of-service condition.",CVE-2007-3029;,24843;,MS07-036;,code-execution,high," http://www.microsoft.com/technet/security/Bulletin/MS07-036.mspx ;"
31278,"Microsoft Internet Explorer Frame Injection Vulnerability","There is a vulnerability in the way Internet Explorer, a web browser developed and maintained by Microsoft Corporation, handles Frame objects within a web page. It allows a remote attacker to insert content into a frame within another web site's window. Exploitation of this vulnerability could deceive the user into providing confidential data to a malicious website.",CVE-2004-0719;,,NULL;,code-execution,high,http://www.sans.org/newsletters/risk/display.php?v=3&i=26#widely1;http://secunia.com/advisories/11966/;
31943,"Microsoft ASP.Net 1.1 XSS Protection Bypass Vulnerability","Microsoft ASP.Net 1.1 is prone to a cross site scripting vulnerability while parsing certain crafted http request.The vulnerability is due to the lack of proper checks on item field in the http request, leading to an XSS. An attacker could exploit the vulnerability by sending a crafted http request. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2003-0768;,,,code-execution,medium,
30592,"Microsoft Works File Converter Section Header Index Table Remote Code Execution Vulnerability","Microsoft Works File Converter is prone to a heap overflow vulnerability while parsing certaincrafted WPS files. The vulnerability is due to the lack of proper checks on section header index table in the WPS file,leading to an exploitable heap overflow. An attacker could exploit the vulnerability by sending a crafted WPS file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2008-0105;,27658;,MS08-011;,overflow,critical,http://www.microsoft.com/technet/security/Bulletin/MS08-011.mspx;
32828,"JOnAS Server Cross-Site Scripting Vulnerability","JOnAS (Java Open Application Server) is prone to a cross-site scripting vulnerability while handling certain crafted webpages. The vulnerability is due to the lack of proper checks on values passed to the j2eeType variable. An attacker could exploit the vulnerability by passing script values to the j2eeType variable and enticing another victim to visit the webpage. A successful attack could lead to information disclosure such as admin's cookie.",,,,code-execution,medium,http://www.securityfocus.com/archive/1/501232;
31432,"Microsoft Visio Packed Object Parsing Memory Corruption","A remote code-execution vulnerability exists in Microsoft Visio. The vulnerability is due to incorrectly handling the parsing of a packed object. A remote attacker can exploit this vulnerability by enticing the target user to open a crafted Microsoft Visio file, potentially causing arbitrary code to be injected and executed in the security context of the current user.",CVE-2007-0936;,24384;,MS07-030;,code-execution,high,http://secunia.com/advisories/25619/;
32395,"Apple Quicktime PICT Opcode 0x71 Heap Overflow Vulnerability","Apple Quikctime is prone to a heap overflow vulnerability while parsing certain crafted PICT images.The vulnerability is due to the lack of proper checks on 0x71 tag data in the PICT files, leading to an exploitable buffer overflow.An attacker could exploit the vulnerability by sending a crafted PICT image. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2009-0010;,34938;,APPLE-SA-2009-06-01-1;,code-execution,critical,http://www.zerodayinitiative.com/advisories/ZDI-09-030;
31190,"McAfee Multiple Products HTTP Server Header Processing Buffer Overflow","There is a buffer overflow vulnerability in the HTTP server component used by several McAfee system security management products. The flaw isdue to improper boundary checks when parsing HTTP request header fields. An unauthenticated remote attacker may exploit this vulnerability toexecute arbitrary code with System level privileges.",CVE-2006-5156;,20288;,,overflow,high,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2006-5156;
31204,"Microsoft Windows Help File Heap Buffer Overflow","There exists a buffer overflow vulnerability in Microsoft Windows. The vulnerability is caused by the improper parsing of malformed <italic>.hlp</italic> file in the Windows Help system. An attacker may exploit this vulnerability by enticing a user to open a crafted Windows help file, which will enable the attacker to inject and execute arbitrary code within the security context of the target user.",CVE-2006-1591;,17325;,NULL;,code-execution,high,
31949,"Mozilla Firefox Location.Hostname Dom Property Cookie Theft Vulnerability","Mozilla Firefox is prone to a cookie theft vulnerability while parsing certain crafted http responses.The vulnerability is due to the lack of proper checks in Location.Hostname in the http response, leading to an information disclosure. An attacker could exploit the vulnerability by sending a crafted http response. A successful attack could lead to steal user's cookie information.",CVE-2007-0981;,22566;,,info-leak,low,http://www.securityfocus.com/archive/1/460217/100/0/threaded;
32249,"Adobe Acrobat JavaScript getIcon Method Buffer Overflow Vulnerability","A buffer overflow vulnerability exists in Adobe Reader and Acrobat. The vulnerability is due to insufficient input validation in the getIcon() method of a Collab object, while processing a crafted PDF file. A remote attacker can exploit this vulnerability by enticing the target user to open malicious PDF files.",CVE-2009-0927;,34169;,apsb09-04;,code-execution,high,http://secunia.com/advisories/33901/;http://www.zerodayinitiative.com/advisories/ZDI-09-014/;
30313,"Microsoft IIS Phone Book Service Buffer Overflow Vulnerability","Microsoft Phone Book Service, an optional component that ships with the NT 4 Option Pack and Windows 2000, is prone to a stack overflow vulnerability while parsing certain crafted HTTP requests. The vulnerability is due to the lack of boundary checks whileparsing certain malformed URLs, leading to an exploitable stack overflow condition. An attacker could exploit the vulnerability by sending a crafted HTTP request with a long malformed URL. A successful exploit could lead to remote code execution wth the privileges of IUSR_machinename account (IIS 4) or the IWAM_machinename account (IIS 5). The IUSR account and the IWAM account aremembers of the Everyone group. In some instances, members of the Everyone group, including the accounts above, are able to execute operating system commands on the web server.",CVE-2000-1089;,2048;,MS00-094;,code-execution,high," http://www.microsoft.com/technet/security/bulletin/MS00-094.mspx ;"
32659,"Adobe Object Reloading Memory Corruption Vulnerability","Adobe Acrobat and Adobe Reader plugin objects are prone to a memory corruption vulnerability while parsing certain crafted HTML responses. The vulnerability is due to the lack of proper checks while loading and unloading the related COM objects in a browser. An attacker could exploit the vulnerability by hosting a crafted webpage and enticing the victim to visit the page. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2009-2983;,36638;,,code-execution,medium,http://www.adobe.com/support/security/bulletins/apsb09-15.html;http://www.vupen.com/english/advisories/2009/2898;
31928,"IrfanView IFF Format Handling Remote Buffer Overflow Vulnerability","There exists a buffer overflow vulnerability in IrfanView. The flaw is due to insufficient data validation when processing IFF file format. An attacker may entice the target user to open a crafted IFF file to exploit this vulnerability. Successful attack may allow for arbitrary code injection and execution with privileges of the currently logged on user.",CVE-2007-2363;,23692;,,overflow,high,http://www.securityfocus.com/bid/23692;
31031,"HP OpenView Network Node Manager Ovas Buffer Overflow","HP OpenView Network Node Manager is prone to buffer overflow vulnerability while parsing certain crafted HTTP request.The vulnerability is due to the lack of proper checks in the HTTP request.An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to remote code execution with the privileges of the with the privileges of the target application.",,28569;,,code-execution,critical,http://secunia.com/advisories/29641;http://www.offensive-security.com/0day/hp-nnm-ov.py.txt;
31098,"Apache HTTP Server mod_negotiation Cross-Site Scripting Vulnerability","There is a cross site scripting vulnerability in Apache mod_negotiation while parsing certain crafted HTTP request.The vulnerability is due to the lack of proper checks on HTTP request in the HTTP request, leading to an XSS vulnerability. An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to script execution in user's browser.",CVE-2008-0455;,27409;,,code-execution,high,http://nvd.nist.gov/nvd.cfm?cvename=CVE-2008-0455;http://www.mindedsecurity.com/MSA01150108.html;
31200,"Sophos Anti-Virus CAB File Invalid Folder Count Heap Overflow","Sophos Anti-Virus is prone to a heap overflow vulnerability while parsing certain CAB archive file.The vulnerability is due to the lack of proper checks in the CAB archive file, leading to an exploitable overflow.An attacker could exploit the vulnerability by sending a crafted CAB archive file. A successful attack could lead to remote code execution within the context of the current logged-in user.",CVE-2006-0994;,17876;,,code-execution,high,
32790,"phf CGI program remote command execution vulnerability","phf CGI program is prone to a remote command execution vulnerability while parsing certain crafted HTTP requests.The vulnerability is due to the lack of proper checks in the HTTP requests, leading to an exploitable remote command execution.An attacker could exploit the vulnerability by sending a crafted HTTP requests. A successful attack could lead to remote code execution with the privileges of the server.",CAN-1999-0067;,,,code-execution,critical,http://archives.neohapsis.com/archives/bugtraq/1996_3/0510.html;http://cve.mitre.org/cgi-bin/cvename.cgi?name=CAN-1999-0067;
32360,"Microsoft Office PowerPoint Legacy File Format Vulnerability","Microsoft Office PowerPoint is prone to a remote code execution vulnerability while parsing certain crafted PowerPoint files.The vulnerability is due to the lack of proper checks when opening older format PowerPoint files, leading to an exploitable remote code execution.An attacker could exploit the vulnerability by sending a crafted PowerPoint file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2009-0222;,,MS09-017;,code-execution,critical,http://www.microsoft.com/technet/security/Bulletin/ms09-017.mspx;
30788,"Microsoft Internet Explorer DataSourceControl Denial of Service Vulnerability","Microsoft Internet Explorer is prone to a integer overflow vulnerability while parsing certain crafted ActiveX requests.The vulnerability is due to the lack of proper checks on DataSourceControl ActiveX object with the getDataMemberName method call, leading to a integer overflow vulnerability.An attacker could exploit the vulnerability by sending a crafted html page. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2006-3729;,19069;,,code-execution,medium,http://osvdb.org/27111;http://nvd.nist.gov/nvd.cfm?cvename=CVE-2006-3729;http://browserfun.blogspot.com/2006/07/mobb-19-datasourcecontrol.html;
30406,"Double Content-Length and Zero length HTTP Header Anomaly Vulnerability","Several HTTP proxies including Squid proxy are prone to a HTTP request smuggling vulnerability. The vulnerability is due to the improper parsing of multiple headers such as multiple content length fields, or the presence of both content length and transfer encoding. Since there might be discrepancy between the HTTP proxy and server while parsing the headers, it could lead to poisoning the proxy cache. An attacker could exploit the vulnerability by sending a crafted HTTP request.",CVE-2005-0174;,12412;,NULL;,code-execution,high,http://www.securityfocus.com/bid/13435;http://secunia.com/advisories/15093;
30748,"RealPlayer IERPPLUG.DLL ActiveX Control DoS Vulnerability","RealPlayer IERPPLUG.DLL is prone to a Deny of Service vulnerability while parsing certain crafted ActiveX method calls. The vulnerability is due to the lack of proper checks in OpenURLInPlayerBrowser method in the HTML file, leading to an exploitable Deny of Service vulnerability.  An attacker could exploit the vulnerability by sending a crafted HTML file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",,21802;,,dos,medium,
32049,"Microsoft Windows Object Packager Remote Code Execution Vulnerability","The Microsoft Windows Object Packager is prone to a remote code-execution vulnerability while parsing certain crafted file extension name.The vulnerability is due to the lack of proper checks on user input data in some files. An attacker could exploit the vulnerability by sending a crafted file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2006-4692;,20318;,MS06-065;,code-execution,critical,http://www.securityfocus.com/archive/1/archive/1/448273/100/0/threaded;http://www.securityfocus.com/archive/1/archive/1/448696/100/0/threaded;http://secunia.com/secunia_research/2006-54/advisory/;http://www.securityfocus.com/archive/1/archive/1/449179/100/0/threaded;http://www.microsoft.com/technet/security/Bulletin/MS06-065.mspx;http://www.kb.cert.org/vuls/id/703936;http://www.frsirt.com/english/advisories/2006/3984;http://www.osvdb.org/29424;http://oval.mitre.org/repository/data/getDef?id=oval:org.mitre.oval:def:496;http://securitytracker.com/id?1017037;http://secunia.com/advisories/20717;
31805,"Microsoft Windows Graphics Rendering Engine WMF Parsing Buffer Overflow","Microsoft Windows GDI library is prone to a heap overflow vulnerability while parsing certain crafted WMF files.The vulnerability is due to the lack of proper checks on user input data in the WMF file, leading to an exploitable buffer overflow. An attacker could exploit the vulnerability by sending a crafted WMF file. A successful attack could lead to remote code execution with the privileges of the current logged-in user.",CVE-2008-3014;,31021;,MS08-052;,overflow,high,http://secunia.com/advisories/31675/;http://www.assurent.com/search/search_results?kw=FSC20080909-12;;
31506,"Apple QuickTime MOV File JVTCompEncodeFrame Heap Overflow Vulnerability","Heap-based buffer overflow in the JVTCompEncodeFrame function in Apple Quicktime 7.1.5 and other versions before 7.2 allows remote attackers to execute arbitrary code via a crafted H.264 MOV file.",CVE-2007-2295;,23650;,,overflow,high,http://lists.apple.com/archives/Security-announce/2007/Jul/msg00001.html;http://www.us-cert.gov/cas/techalerts/TA07-193A.html;http://www.frsirt.com/english/advisories/2007/2510;http://www.osvdb.org/35577;http://www.securitytracker.com/id?1017965;http://www.securitytracker.com/id?1018373;
32670,"SaveWeb Portal 3.4 view_polls.php SITE_Path Parameter PHP File Include Vulnerability","SaveWeb Portal 3.4 is prone to a PHP file include vulnerability while parsing certain crafted HTTP requests.The vulnerability is due to the lack of proper checks in the HTTP requests, leading to an exploitable file include vulnerability.An attacker could exploit the vulnerability by sending a crafted HTTP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2005-2687;CVE-2006-4012;,19306;,,code-execution,high,
