"threat_id","threat:name","threat:category","threat:severity","threat:cve"
36550,"Dell Sonicwall Scrutinizer SQL Injection Vulnerability","sql-injection",high,
36047,"Microsoft Windows DirectShow GIF Arbitrary Memory Overwrite Vulnerability","code-execution",critical,"CVE-2013-3174"
37006,"PHP Libmagic Executable PE Selection Table Entry Out of Bounds Memory Access Vulnerability",dos,high,"CVE-2014-2270"
36054,"Microsoft Internet Explorer Option Element Handling Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-1996"
35927,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3120"
36428,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0278"
36377,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0306"
36126,"PHP GD Extension gdGetColors Buffer Overflow Vulnerability",overflow,medium,"CVE-2009-3546"
35746,"Micrsoft toStaticHTML function HTML Sanitization Vulnerability","info-leak",medium,"CVE-2010-3243"
36230,"Adobe Reader Stack Overflow Vulnerability","code-execution",low,"CVE-2013-3351"
36767,"HTTP Request Pipeline Evasion Found","code-execution",low,
36426,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0322"
36371,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0314"
36696,"HP Network Virtualization Directory Traversal Vulnerability","info-leak",medium,"CVE-2014-2625"
35912,"Microsoft True Type Font Rendering Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-3402"
36524,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0282"
35805,"Microsoft Internet Explorer 9 Use After Free Vulnerability","code-execution",critical,"CVE-2013-1307"
36208,"Microsoft Word TIFF Image Integer Overflow Vulnerability",overflow,critical,"CVE-2013-3906"
35586,"Microsoft Excel File Format Memory Corruption Vulnerability","code-execution",high,"CVE-2012-0143"
36667,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4080"
36340,"Microsoft Internet Explorer Use-After-Free Vulnerability","code-execution",critical,"cve-2014-0285"
36549,"Dell Sonicwall Scrutinizer Arbitrary File Read Vulnerability","info-leak",medium,
36799,"IBM Tivoli Endpoint Buffer Overflow Vulnerability",overflow,high,"CVE-2011-1220"
36494,"Generic prompt XSS vulnerability","code-execution",medium,"CVE-2011-2523"
35977,"Microsoft Excel ADO Object Memory Corruption Vulnerability",overflow,high,"CVE-2010-1253"
36352,"Adobe Flash Player Read Out-of-Bound Vulnerability","code-execution",critical,"CVE-2014-0499"
36849,"Microsoft Internet Explorer Use-after-Free Vulnerabilities","code-execution",critical,"CVE-2014-1765"
36924,"D-Link hedwig.cgi Cookie Header Parsing Buffer Overflow Vulnerability","code-execution",high,"CVE-2013-7389"
36264,"Apache Struts 2 XWork Information Disclosure Vulnerability","info-leak",low,"CVE-2011-2088"
35817,"Microsoft Excel Memory Corruption Vulnerability","code-execution",high,"CVE-2012-0185"
36278,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-5329"
35731,"HP OpenView Node Manager Hostname Parameter Handling Buffer Overflow Vulnerability",overflow,high,"CVE-2010-1555"
36414,"Microsoft Word RTF File Remote Code Execution Vulnerability","code-execution",critical,"CVE-2014-1761"
36099,"JSP Backdoor Java Shell Code Execution Vulnerability","code-execution",critical,
36915,"Nagios Core Config Manager tfPassword SQL Injection Vulnerability","sql-injection",high,"CVE-2013-6875"
36864,"OpenFiler Code Execution Vulnerability","code-execution",high,
36262,"Apache Struts 2 XWork Information Disclosure Vulnerability","info-leak",informational,"CVE-2011-2088"
36232,"Adobe Reader Open Type Font Parsing Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3353"
35599,"Apple Safari 5.1.7 AndPrior Title Memory Corruption Vulnerability","code-execution",high,"CVE-2012-3684"
36890,"Phpmyadmin 3.5.2.2 Backdoor Access and Code Execution Vulnerability","code-execution",high,"CVE-2012-5159"
36060,"Honeywell TEMA ActiveX Remote Code Execution Vulnerability","code-execution",high,
36811,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0564"
36036,"Microsoft RTF File Firewall Evasion","code-execution",high,
36104,"Mini-SQL W3-msql Buffer Overflow Vulnerability",overflow,critical,"CVE-2000-0012"
36691,"Fiesta Exploit Kit Detection","code-execution",critical,
36677,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4094"
35928,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3125"
36594,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4050"
36863,"EGallery PHP File Upload Vulnerability","code-execution",high,
36572,"HP AutoPass License Server Arbitrary File Upload Vulnerability","code-execution",high,"CVE-2013-6221"
36399,"Microsoft DirectShow Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0301"
35710,"WebKit Remote Code Execution Vulnerability","code-execution",high,"CVE-2011-0222"
36679,"NEUTRINO Exploit Kit Detection","code-execution",critical,
36333,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0277"
36651,"Apache Struts2 OGNL Expression Injection Vulnerability","code-execution",high,"CVE-2012-0394"
36575,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-1775"
36803,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4141"
36685,"RIG Exploit Kit Detection","code-execution",critical,
35702,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-1996"
35669,"Microsoft Windows Kernel Mode Driver Truetype Font Parsing Vulnerability","code-execution",critical,"CVE-2012-4786"
36984,"Advantech WebAccess SCADA Buffer overflow Vulnerability",overflow,high,"CVE-2014-0767"
35719,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-1999"
35779,"Apple Safari 5.1.7 AndPrior Title Memory Corruption Vulnerability","code-execution",high,"CVE-2012-3684"
36207,"Microsoft Word TIFF Image Integer Overflow Vulnerability",overflow,critical,"CVE-2013-3906"
35750,"Microsoft Windows Common Control Library Heap Buffer Overflow Vulnerability",overflow,high,"CVE-2010-2746"
36590,"VMware vCenter Chargeback Manager ImageUploadServlet File Upload Vulnerability","code-execution",medium,"CVE-2013-3520"
35762,"IBM Lotus Quickr qp2.cab ActiveX Control Attachment_Times Parameter Overflow Vulnerability",overflow,high,"CVE-2012-2176"
35760,"Oracle Java SE Remote Java Runtime Environment Remote Code Execution Vulnerability","code-execution",critical,"CVE-2013-2423"
35553,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2012-4787"
36487,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-1805"
36841,"HP SiteScope EmailServlet Information Disclosure Vulnerability","info-leak",medium,"CVE-2014-2614"
36284,"Google Chrome Media Handling Use After Free Vulnerability","code-execution",high,"CVE-2011-3074"
37031,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-6343"
36411,"Adobe Flash Player Null Pointer Dereference Vulnerability","code-execution",critical,"CVE-2014-0506"
36830,"SOAPUI Remote Code Execution Vulnerability","code-execution",high,"CVE-2014-1202"
35993,"Microsoft Windows Shell Validation Remote Code Execution Vulnerability","code-execution",critical,"CVE-2010-0027"
36728,"Google Android Browser Same Origin Policy Bypass Vulnerability","info-leak",high,"CVE-2014-6041"
37050,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",high,"CVE-2014-8441"
35809,"Adobe Reader Embedded JavaScript Memory Corruption Vulnerability",overflow,critical,"CVE-2013-2550"
36640,"Adobe Flash Player Memory Corruption","info-leak",critical,"CVE-2014-0543"
36956,"PostgreSQL Stack Buffer Overflow Vulnerability","code-execution",high,"CVE-2014-0063"
36342,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0288"
36503,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-1795"
36245,"Oracle Java BytePackedRaster Verification Remote Code Execution Vulnerability","code-execution",critical,"CVE-2013-2463"
35736,"Apple QuickTime Streaming Debug Error Logging Buffer Overflow Vulnerability",overflow,high,"CVE-2010-1799"
36086,"Schneider Electric Accutech Manager URI Buffer Overflow Vulnerability",overflow,medium,"CVE-2013-0658"
36248,"HTTP SQL Injection Attempt","sql-injection",low,
36500,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-1789"
36867,"Samsung TV Denial Of Service Vulnerability","code-execution",high,"CVE-2013-4890"
36311,"Google Chrome SVG Resource Use After Free Vulnerability",dos,high,"CVE-2011-3073"
35989,"Microsoft Visual Basic for Applications Remote Code Execution Vulnerability","code-execution",high,"CVE-2010-0815"
35643,"Adobe ColdFusion scheduleedit.cfm Authentication Bypass Vulnerability","code-execution",high,"CVE-2013-0625"
36626,"Novell ZENworks Configuration Management File Upload Vulnerability","code-execution",high,"CVE-2013-1080"
36708,"Advantech WebAccess ActiveX AccessCode2 Parameter Buffer Overflow Vulnerability",overflow,high,"CVE-2014-0768"
35721,"Firefox nsTreeContentView Handling Memory Corruption Vulnerability","code-execution",high,"CVE-2010-0176"
36234,"Adobe Reader Memory Corruption Vulnerability","code-execution",low,"CVE-2013-3356"
36433,"Apache Struts ClassLoader Manipulation Security Bypass Vulnerability","code-execution",critical,"CVE-2014-0094, CVE-2014-0112"
36438,"Adobe Flash Player RegEx Parsing Heap Overflow Vulnerability",overflow,critical,"CVE-2013-0634"
36580,"HP LoadRunner EmulationAdmin Web Service Directory Traversal Vulnerability","code-execution",high,"CVE-2013-4837"
36238,"Oracle Document Capture BlackIceDevMode ActiveX Buffer Overflow Vulnerability",overflow,high,"CVE-2013-1516"
35997,"McAfee Virtual Technician ActiveX Save Method File Create /Overwrite Vulnerability","code-execution",high,"CVE-2012-5879"
36345,"Adobe Reader Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0493"
36788,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4134"
35958,"Microsoft Internet Explorer Uninitialized Memory Corruption Vulnerability","code-execution",critical,"CVE-2010-1259"
36077,"Microsoft Internet Explorer Use After Free Vulnerability","code-execution",critical,"CVE-2013-3184"
36616,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-2820"
36484,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0282"
36360,"Microsoft Internet Explorer Center Element Memory Corruption Vulnerability","code-execution",critical,"CVE-2012-1523"
36407,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-1755"
35949,"Microsoft Internet Explorer DOM mergeAttributes Memory Corruption Vulnerability","code-execution",high,"CVE-2010-0247"
36273,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-5331"
36445,"Adobe ColdFusion Administrative Authentication Bypass Vulnerability","code-execution",high,"CVE-2013-0632"
36654,"HP Intelligent Management Center FaultDownloadServlet Information Disclosure Vulnerability","info-leak",medium,"CVE-2012-5202"
35787,"HP Intelligent Management Center mibFileUpload Servlet Remote Code Execution Vulnerability","code-execution",high,"CVE-2012-5201"
35930,"Microsoft Office PNG Buffer Overflow Vulnerability",overflow,critical,"CVE-2013-1331"
35834,"D-Link CSRF Command Code Injection Vulnerability","code-execution",high,"CVE-2013-1599"
36137,"PHP socket_connect Function Buffer Overflow Vulnerability",overflow,medium,"CVE-2011-1938"
36573,"HP LoadRunner EmulationAdmin Web Service Directory Traversal Vulnerability","code-execution",high,"CVE-2013-4837"
35592,"Mozilla Multiple Products Table Frames Memory Corruption Vulnerability","code-execution",high,"CVE-2012-1952"
35802,"Microsoft Internet Explorer CMarkupTransNavContext Use After Free Vulnerability","code-execution",critical,"CVE-2013-1308"
36014,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3153"
36763,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0556"
36236,"Microsoft Internet Explorer Use After Free Vulnerability","code-execution",critical,"CVE-2013-3184"
36582,"HP Intelligent Management Center BIMS UploadServlet Arbitrary File Upload Vulnerability","code-execution",high,"CVE-2013-4822"
35836,"Linksys CSRF Command Code Injection Vulnerability","code-execution",high,"CVE-2009-2073"
36361,"Symantec Endpoint Protection Manager Remote Command Execution Vulnerability","code-execution",high,"CVE-2013-5014, CVE-2013-5015"
36560,"Adobe Reader Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0523"
35796,"Microsoft .NET Framework XML Digital Signature Spoofing Vulnerability","code-execution",high,"CVE-2013-1336"
36878,"Symantec Endpoint Protection Manager Remote Command Execution Vulnerability","code-execution",medium,"CVE-2013-5014, CVE-2013-5015"
36806,"ManageEngine Security Manager Plus SQL Injection Vulnerability","sql-injection",medium,
35625,"Microsoft Office WPS Converter Heap Overflow Vulnerability",overflow,high,"CVE-2012-0177"
35723,"Microsoft Internet Explorer DOM mergeAttributes Memory Corruption Vulnerability","code-execution",high,"CVE-2010-0247"
35663,"Microsoft Internet Explorer Use After Free Vulnerability","code-execution",critical,"CVE-2013-0025"
35613,"IBM Lotus iNotes ActiveX Control Buffer Overflow Vulnerability",overflow,high,"CVE-2012-2175"
36709,"SolarWinds Application Monitor Pesgo32c PEstrarg1 Heap Overflow Vulnerability",overflow,high,"CVE-2014-3459"
36117,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3203"
36881,"Apache Struts2 CookieInterceptor OGNL Script Injection Vulnerability","code-execution",high,"CVE-2012-0392"
36309,"Adobe Flash Player Memory Range Validation Failure Vulnerability","code-execution",critical,"CVE-2013-5330"
35798,"Microsoft Internet Explorer Use After Free Vulnerability","code-execution",critical,"CVE-2013-1312"
36151,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3874"
36010,"Microsoft Internet Explorer Use After Free Vulnerability","code-execution",critical,"CVE-2013-3147"
36769,"Abnormal PE File Found","code-execution",low,
36749,"Phpwiki Ploticus Module Remote Code Execution Vulnerability","code-execution",medium,"CVE-2014-5519"
35683,"Mozilla Firefox OnChannelRedirect Method Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-0065"
35766,"Apple QuickTime TeXML font-size Parsing Buffer Overflow Vulnerability",overflow,high,"CVE-2012-3752"
36147,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3871"
35618,"Webmin show.cgi Pathname Parsing Command Execution Vulnerability","code-execution",medium,"CVE-2012-2982"
35967,"Internet Explorer HTML Layout Memory Corruption Vulnerability","code-execution",critical,"CVE-2010-2560"
35609,"Apple QuickTime PICT File Processing Memory Corruption Vulnerability","code-execution",high,"CVE-2012-0671"
36218,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3915"
36442,"Malicious Flash file Detection","code-execution",critical,
36880,"PHP htmlspecialchars Function Buffer Overflow Vulnerability","code-execution",medium,
36112,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3208"
36812,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0569"
36821,"AlienVault OSSIM SQL Injection Admin Session Retrieval","code-execution",medium,
35675,"Microsoft HTML Sanitization Component Elevation of Privilege Vulnerability","code-execution",medium,"CVE-2013-1289"
35595,"PHP php_register_variable_ex Function Code Execution Vulnerability","code-execution",high,"CVE-2012-0830"
36528,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-2787"
35838,"Microsoft Internet Explorer HTML Element Memory Corruption Vulnerability","code-execution",critical,"CVE-2010-3345"
36637,"Sweet-Orange Exploit Kit Detection","code-execution",critical,
35726,"PDF Launch Action Feature Adobe Fix Bypass Vulnerability","code-execution",medium,
35742,"Microsoft Sharepoint Server Help Page Denial of Service Vulnerability",dos,medium,"CVE-2010-1264"
36585,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-1803"
35935,"Microsoft Excel Memory Corruption Vulnerability","code-execution",high,"CVE-2011-1987"
35765,"Apple QuickTime TeXML line-height Parsing Buffer Overflow Vulnerability",overflow,high,"CVE-2012-3752"
35739,"Mozilla Products Plugin Parameters Handling Integer Overflow Vulnerability",overflow,high,"CVE-2010-1214"
36740,"invalid, will reuse","code-execution",critical,
36764,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0556"
35784,"Advantech Studio NTWebServer Arbitrary File Access Vulnerability","info-leak",medium,"CVE-2012-0236"
35860,"ERDAS ERS Viewer ERS File Handling Buffer Overflow Vulnerability",overflow,medium,"CVE-2013-0726"
36922,"D-Link DIR-645 Router Multiple Buffer Overflow and Cross Site Scripting Vulnerabilities","code-execution",high,"CVE-2013-7389"
36385,"Cisco Data Center Network Manager processImageSave jsp Code Execution Vulnerability","code-execution",high,"CVE-2013-5486"
36555,"D-Link HNAP Request Handling Buffer Overflow Vulnerability",overflow,high,"CVE-2014-3936"
36341,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0289"
36675,"NEUTRINO Exploit Kit Detection","code-execution",critical,
36805,"ManageEngine Desktop Central LinkViewFetchServlet.dat SQL Injection Vulnerability","sql-injection",high,"CVE-2014-3996"
36322,"Microsoft Internet Explorer Use-After-Free Vulnerability","code-execution",critical,"cve-2014-0286"
35753,"Microsoft Internet Explorer XSLT Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-1963"
35778,"Adobe Reader Remote Code Execution Vulnerability","code-execution",critical,"CVE-2013-0640"
35608,"Microsoft Internet Explorer execCommand Use-After-Free Vulnerability","code-execution",critical,"CVE-2012-4969"
36335,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0270"
35671,"InduSoft ISSymbol ActiveX Control Buffer Overflow Vulnerability",overflow,high,"CVE-2011-0340"
36744,"Adobe ColdFusion Local File Include Code Execution Vulnerability","code-execution",high,"CVE-2013-3336"
36141,"Microsoft SQL Server SQLXML Buffer Overflow Vulnerability",overflow,critical,"CVE-2002-0186"
36544,"Symantec Endpoint Protection Manager Web Console Overflow Vulnerability",overflow,high,"CVE-2013-1612"
35932,"Adobe Flash Player Type Confusion Vulnerability","code-execution",critical,"CVE-2013-3343"
36856,"Mozilla Firefox SharedWorker MessagePort Handing Memory Corruption Vulnerability","code-execution",high,"CVE-2014-1548"
36539,"Microsoft Internet Explorer Stack Buffer Overflow Vulnerability","code-execution",critical,"CVE-2014-2804"
36623,"Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-2821"
36372,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0324"
35749,"Microsoft SharePoint SOAP request Parsing Code Execution Vulnerability","code-execution",high,"CVE-2010-3964"
36533,"Microsoft Internet Explorer Stack Buffer Overflow Vulnerability","code-execution",critical,"CVE-2014-2804"
35631,"Apple QuickTime QTMovie Objects Stack Overflow Vulnerability",overflow,critical,"CVE-2012-0666"
35754,"Microsoft Internet Explorer Style Object Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-1964"
36535,"Adobe Flash Player JavaScript Code Execution Vulnerability","code-execution",critical,"CVE-2014-0532"
36818,"Gitlist Unauthenticated Remote Command Execution Vulnerability","code-execution",high,"CVE-2014-4511"
36562,"Oracle Java AtomicReferenceFieldUpdaterImpl Function Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4262"
36729,"Bash Remote Code Execution Vulnerability","code-execution",critical,"CVE-2014-6271, CVE-2014-7169, CVE-2014-6277, CVE-2014-6278"
36334,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0290"
36824,"Advantech WebAccess SCADA Buffer overflow Vulnerability",overflow,high,"CVE-2014-0766"
36689,"Fiesta Exploit Kit Detection","code-execution",critical,
36847,"Oracle Data Quality control Memory Corruption Vulnerability","code-execution",high,"CVE-2014-2415"
35826,"HTTP SQL Injection Attempt","sql-injection",medium,
36404,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-1751"
35674,"Novell GroupWise Addressbook Email Heap Buffer Overflow Vulnerability",overflow,high,"CVE-2011-4189"
36662,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4084"
35682,"Microsoft MSXML Memory Corruption Vulnerability","code-execution",high,"CVE-2013-0006"
36638,"Sweet-Orange Exploit Kit Detection","code-execution",critical,
36440,"Adobe Flash Player RegEx Parsing Heap Overflow Vulnerability",overflow,critical,"CVE-2013-0634"
35839,"Microsoft Internet Explorer HTML Element Memory Corruption Vulnerability","code-execution",critical,"CVE-2010-3346"
37022,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-6343"
36526,"Oracle Data Quality control Memory Corruption Vulnerability","code-execution",high,"CVE-2014-2415"
35800,"Microsoft Internet Explorer Use After Free Vulnerability","code-execution",critical,"CVE-2013-1311"
35588,"Microsoft Excel File Format Code Execution Vulnerability","code-execution",high,"CVE-2012-1847"
36703,"Microsoft Internet Explorer onreadystatechange Memory Corruption Vulnerability","code-execution",critical,
36844,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-1775"
36802,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4140"
36781,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4130"
36024,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3163"
36116,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3845"
36853,"Advantech WebAcess ActiveX NodeName Parameter Buffer Overflow Vulnerability",overflow,high,"CVE-2014-0764"
35718,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-2000"
36510,"Microsoft SharePoint XSS Vulnerability","code-execution",high,"CVE-2014-1754"
36850,"Attachmate Reflection FTP Client ActiveX Control Memory Corruption Vulnerability","code-execution",high,"CVE-2014-0603, CVE-2014-0606"
36641,"Adobe Flash Player Memory Corruption","info-leak",critical,"CVE-2014-0545"
36648,"QuickView Plus Client vsacs MDB File Parsing Buffer Overflow Vulnerability",overflow,medium,"CVE-2013-5791"
35960,"Novell ZENworks Asset Management Path Traversal File Overwrite Remote Code Execution Vulnerability","code-execution",high,"CVE-2010-4229"
36917,"D-Link Devices Command.php Unauthenticated Remote Command Execution Vulnerability","code-execution",high,
35587,"Microsoft Excel File Format Memory Corruption Vulnerability","code-execution",high,"CVE-2012-0142"
36652,"HP System Management iprange Parameter Buffer Overflow Vulnerability",overflow,high,"CVE-2013-2362"
36276,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-5332"
36786,"Microsoft Word File Format Vulnerability","code-execution",high,"CVE-2014-4117"
36875,"D-link Wireless N300 Router CAPTCHA FILECODE Buffer Overflow Vulnerability",overflow,medium,
36164,"D-Link Router Backdoor Unauthorized Access Vulnerability","code-execution",critical,
36293,"CiscoWorks Common Services Framework Help Servlet XSS Vulnerability","code-execution",medium,"CVE-2011-0961"
35761,"Apple QuickTime QTMovie Objects Stack Overflow Vulnerability",overflow,critical,"CVE-2012-0666"
35590,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2012-5271"
36452,"Microsoft SharePoint XSS Vulnerability","code-execution",critical,"CVE-2014-1754"
35698,"Mozilla Firefox SVG Elements Handling Memory Corruption Vulnerability","code-execution",high,"CVE-2011-0084"
35919,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3117"
35788,"WordPress Caching Plugins Remote Code Execution Vulnerability","code-execution",high,"CVE-2013-2010"
36710,"SolarWinds Application Monitor Pesgo32c PEstrarg1 Heap Overflow Vulnerability",overflow,high,"CVE-2014-3459"
36865,"Microsoft Internet Explorer TextRange Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0307"
36243,"Microsoft Windows Kernel NDProxy Local Privilege Escalation Vulnerability","code-execution",critical,"CVE-2013-5065, CVE-2013-3346"
36904,"IBM Lotus Domino HPRAgentName Buffer Overflow Vulnerability",overflow,high,
36330,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0275"
36427,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0322"
36244,"Oracle Java ByteComponentRaster Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-2473"
36393,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0287"
35948,"Microsoft Office Excel DbOrParamQry Record Parsing Remote Code Execution Vulnerability","code-execution",high,"CVE-2010-0264"
35596,"Microsoft Excel SST Invalid Length Use After Free Vulnerability","code-execution",high,"CVE-2012-1887"
36829,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-0303"
36349,"WellinTech KingView KVWebSvr.dll ActiveX Control Heap Buffer Overflow Vulnerability",overflow,low,"CVE-2011-3142"
37043,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",high,"CVE-2014-0576"
36670,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-4081"
35720,"Microsoft Internet Explorer Time Element Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-1255"
35872,"Microsoft Excel Memory Corruption Vulnerability","code-execution",high,"CVE-2011-1989"
35794,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2012-1524"
36814,"Bash Remote Code Execution Vulnerability","code-execution",critical,"CVE-2014-6271, CVE-2014-7169"
36558,"HP SiteScope EmailServlet Information Disclosure Vulnerability","code-execution",medium,"CVE-2014-2614"
36855,"SAP Sybase Event Stream Processor XMLRPC Method Parsing Code Execution Vulnerability","code-execution",medium,"CVE-2014-3457"
36056,"HTTP SQL Injection Attempt","sql-injection",medium,
36007,"Microsoft Internet Explorer Use After Free Vulnerability","code-execution",critical,"CVE-2013-3144"
36525,"Oracle Data Quality control Memory Corruption Vulnerability","code-execution",high,"CVE-2014-2418"
36291,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-5331"
36129,"PHP shmop_read Integer Overflow Vulnerability",overflow,medium,"CVE-2011-1092"
36491,"Adobe Reader Sensitive Information Leakage Vulnerability","info-leak",critical,"CVE-2014-0521"
36274,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-5331"
36097,"ColdFusion Viewexample.cfm File Disclosure Vulnerability","info-leak",medium,"CVE-1999-0923"
36889,"D-Link CSRF Command Code Injection Vulnerability","code-execution",high,"CVE-2013-1599"
36687,"Drupal Core XML-RPC Endpoint xmlrpc.php Denial of Service Vulnerability",dos,medium,"CVE-2014-5265"
36228,"Adobe Flash Player Memory Corruption Vulnerability","code-execution",critical,"CVE-2013-3363"
36587,"Adobe Flash Player Cross-Origin Security Bypass Vulnerability","info-leak",critical,"CVE-2014-0516"
35987,"Microsoft Excel EDG Memory Corruption Vulnerability",overflow,high,"CVE-2010-1250"
35692,"Microsoft Internet Explorer Object Management Memory Corruption Vulnerability","code-execution",critical,"CVE-2011-1345"
36480,"Microsoft Internet Explorer Memory Corruption Vulnerability","code-execution",critical,"CVE-2014-1804"
35724,"Internet Explorer Uninitialized Memory Corruption Vulnerability","code-execution",high,"CVE-2010-2557"
35733,"HP Power Manager Web Server Login Parameter Buffer Overflow Vulnerability",overflow,high,"CVE-2009-2685, CVE-2010-4113"
